NPAID,Name,m/z,CCS,Adduct
NPA000435,Pestalotiopyrone I,285.0969,168.21782,M+H
NPA000436,Sordarin-1-glucose ester,655.3324,252.75066,M+H
NPA000437,Yaequinolone D,484.233,219.76604,M+H
NPA000438,Huperzine A,243.1492,167.19862,M+H
NPA000439,Daldinone B,349.0707,188.72887,M+H
NPA000440,12-methyl-cis-4-tetradecenoic acid,241.2162,165.43529,M+H
NPA000441,Asteromine,663.1709,251.95308,M+H
NPA000442,Variecolorin I,422.2438,205.30037,M+H
NPA000443,17-hydroxy-N-(O-methyl)septoriamycin A,402.2275,196.5985,M+H
NPA000444,Avenaciolid 4,269.1748,178.59296,M+H
NPA000445,Kerriamycin A,843.3434,271.5871,M+H
NPA000446,Curtisian Q,563.1701,229.43544,M+H
NPA000447,Isoharziandione,301.2162,184.14815,M+H
NPA000448,Paneolic acid,265.1435,157.69722,M+H
NPA000449,Indoxamycin F,359.2217,207.1154,M+H
NPA000450,"(9R,10S)-7-Desoxy-z-rhodomycinone",413.1231,194.7708,M+H
NPA000451,"1-(2,3-dihydro-1H-pyrrol-1-yl)-2-methyldecane-1,3-dione (4)",252.1958,167.71718,M+H
NPA000452,Buellin,435.0164,197.65065,M+H
NPA000453,"4,4'-dimethoxyvulpinic acid",383.1126,190.589,M+H
NPA000454,Guineamide F,718.4174,263.15268,M+H
NPA000455,Divercin V41,1226.5333,334.91245,M+H
NPA000456,Ct 6 A,395.131,194.68568,M+H
NPA000457,Tricycloalternarene D,391.2479,196.1187,M+H
NPA000458,(-)-applanatumol G,395.1701,188.59846,M+H
NPA000459,Haplofungin C,615.4467,251.84366,M+H
NPA000460,"19-(2-acetamido-2-deoxy-α-D-glucopyranosyloxy)isopimara-7,15-dien-3β-ol",508.3269,213.65155,M+H
NPA000461,[Ile7]-surfactin,1036.6904,317.3368,M+H
NPA000462,CR377,225.1122,162.82745,M+H
NPA000463,N-methylwelwitindolinone D isonitrile,377.1496,198.35461,M+H
NPA000464,Cochleamycin B,359.1853,185.26738,M+H
NPA000465,Colossolactone VI,617.3684,240.36102,M+H
NPA000466,Mariline C,208.0968,148.93495,M+H
NPA000467,Ganoleuconin O,799.5508,287.93118,M+H
NPA000468,Thiomuracin A,1339.213,336.7054,M+H
NPA000469,FR220897,1159.5439,351.8231,M+H
NPA000470,Anthcolorin A,506.3629,230.36018,M+H
NPA000471,Isobutyrolactone II,329.102,177.25722,M+H
NPA000472,Thermolide D,504.3531,218.13197,M+H
NPA000473,Antimycin A3,521.2494,230.34404,M+H
NPA000474,Macquarimicin A,331.154,186.94691,M+H
NPA000475,Chrondramide 7C,725.2545,248.30519,M+H
NPA000476,Herbaric acid,225.0394,146.42241,M+H
NPA000477,(-)-monascumic acid,216.1231,152.69981,M+H
NPA000478,Panepophenanthrin,421.1857,200.54787,M+H
NPA000479,Ammocidin D,867.5101,295.18362,M+H
NPA000480,Legioliulin,291.1016,176.22685,M+H
NPA000481,"1,2-dehydrovirgineone",748.4267,258.05923,M+H
NPA000482,Brevione F,437.2323,210.01183,M+H
NPA000483,Cordytropolone,181.0496,143.93979,M+H
NPA000484,Myrothecol B,377.2323,190.412,M+H
NPA000485,Not named,563.2599,226.7805,M+H
NPA000486,Roseorubicin B,685.3331,245.2292,M+H
NPA000487,20α‐methyltetrahymanol,443.4248,219.28574,M+H
NPA000488,Antrocamol LT2,449.2898,209.9774,M+H
NPA000489,Pyocyanine,211.0866,141.64394,M+H
NPA000490,Dinemasone A,231.1227,156.7965,M+H
NPA000491,Mariline A1,534.3214,230.3826,M+H
NPA000492,Poronitin A,374.1598,199.17033,M+H
NPA000493,Nigerapyrone C,235.0965,164.20477,M+H
NPA000494,Destruxin-A4 chlorohydrin,644.3421,247.77254,M+H
NPA000495,WS-7338 D,585.3031,235.32545,M+H
NPA000496,Aspochalamin C,734.4276,281.39017,M+H
NPA000497,"(4aS,5R,6S)-4a,5-dihydroxy-3-(methoxymethyl)-6-vinyl-4a,5,6,7-tetrahydro-4H-chromen-4-one",253.1071,161.19983,M+H
NPA000498,"CJ-13,108",405.2636,202.96777,M+H
NPA000499,Tetrapetalone C,488.2279,219.35896,M+H
NPA000500,Stachyline B,237.1122,154.08534,M+H
NPA000501,Antrocamol LT1,407.2792,210.9534,M+H
NPA000502,KS-504B,364.8026,162.92744,M+H
NPA000503,Eutypellone A,335.2217,183.45795,M+H
NPA000504,"2,3-dihydroxy-N-benzoylserine dimer",465.114,192.04625,M+H
NPA000505,Okaramine B,567.2602,234.24873,M+H
NPA000506,Ergobine,520.2555,220.71735,M+H
NPA000507,N-hydroxymethyl pretubulysin,702.3895,254.12112,M+H
NPA000508,Chondrochloren A,526.2566,227.35509,M+H
NPA000509,Fumiquinazoline H,486.2136,214.34367,M+H
NPA000510,Pestalol D,235.1329,151.81477,M+H
NPA000511,Malyngamide V,410.2901,214.24034,M+H
NPA000512,Enniatin J1,612.3855,237.60948,M+H
NPA000513,Penilumamide,517.15,209.14496,M+H
NPA000514,Cryptophycin 24,607.3014,241.40895,M+H
NPA000515,Nigrodiquinone A,597.1967,232.04279,M+H
NPA000516,Diaporol A,281.1384,163.28699,M+H
NPA000517,Cladospolide B,229.1435,158.58353,M+H
NPA000518,"(2S)-3-[(9Z,12Z)-9,12-Octadecadienoyloxy]-2-(palmitoyloxy)propyl 6-deoxy-2,3-di-O-palmitoyl-6-sulfo-α-D-glucopyranoside",1295.988,391.39655,M+H
NPA000519,Thelephantin E,549.1544,227.4016,M+H
NPA000520,(22S)-moretan-29-ol,429.4091,217.87265,M+H
NPA000521,"(3R),(6R)-6-hydroxy-de-O-methyllasiodiplodin",295.154,167.03468,M+H
NPA000522,TCA 11a,361.201,182.62971,M+H
NPA000523,Citreoanthrasteroide A,409.3101,210.41293,M+H
NPA000524,HS-B,735.4314,261.11142,M+H
NPA000525,Demethylasterriquinone B1,507.2279,213.46895,M+H
NPA000526,Teleocidin B-2,452.3272,218.14333,M+H
NPA000527,Expansolide A,307.154,179.56528,M+H
NPA000528,23-hydroxyganoderic acid S,471.3469,211.50977,M+H
NPA000529,Xyloketal C,331.1904,195.7029,M+H
NPA000530,H2-erythro-Neopterin,256.1041,154.72194,M+H
NPA000531,Memnoconol,405.2272,195.5014,M+H
NPA000532,Serratiomycin,732.4542,267.64487,M+H
NPA000533,Tenellone B,425.1959,205.56392,M+H
NPA000534,Lucentide B,231.1591,157.88496,M+H
NPA000535,1-acetoxy-N-salicyloyl-2-aminopropan-3-ol,254.1023,157.11577,M+H
NPA000536,Fusarielin C,387.2894,204.38728,M+H
NPA000537,Sorangicin A,807.4678,282.7333,M+H
NPA000538,Gloeophyllin I,561.3422,228.11766,M+H
NPA000539,"(+)-(3S,6S,7R,8S)-periconone A",283.154,172.59479,M+H
NPA000540,Penioxalamine A,448.2595,209.47237,M+H
NPA000541,Bisordariol B,445.2221,210.25574,M+H
NPA000542,12β-hydroxyverruculogen TR-2,430.1973,208.30498,M+H
NPA000543,Anabaenopeptin C,809.4556,276.89743,M+H
NPA000544,Cladobotric acid C,413.2687,202.60265,M+H
NPA000545,2-O-Methylatromentin,339.0863,190.62492,M+H
NPA000546,"2,5,7-trihydroxy-4-(3'-methylbut-2'-en-1'-yl)oxy-2H-naphtho[1,8-bc]furan-9-one",303.0863,166.92989,M+H
NPA000547,Halawanone C,385.1282,196.58867,M+H
NPA000548,Dendrodochol B,255.1591,167.13431,M+H
NPA000549,Panglimycin D,359.1126,188.35606,M+H
NPA000550,Pestalotiopyrone G,181.0859,145.13799,M+H
NPA000551,Credneramide B,286.1932,172.83357,M+H
NPA000553,Fusaricidin B,897.5768,289.39783,M+H
NPA000554,Sch 38512,429.3323,205.18965,M+H
NPA000555,Zinnimidine,262.1438,160.60153,M+H
NPA000556,Not named,199.1554,150.59969,M+H
NPA000558,Not named,370.1416,189.05733,M+H
NPA000559,Ochroleucin A1,387.0863,189.07977,M+H
NPA000560,13-(S)-hydroxy-N-(O-methyl)septoriamycin A,402.2275,196.65923,M+H
NPA000561,K1115 A,327.0863,177.97449,M+H
NPA000562,Micropeptin 88-Y,1085.519,305.13995,M+H
NPA000563,Dehydrocineromycin B,293.1748,176.77953,M+H
NPA000564,Not named,485.4717,226.90717,M+H
NPA000565,Leptosin M1,709.2109,248.48528,M+H
NPA000567,YF-044-P-D,788.4229,259.18494,M+H
NPA000568,Methoxyvermistatin,359.1126,195.18527,M+H
NPA000569,Epicoccin G,455.1305,198.78925,M+H
NPA000570,Hirsutellone B,448.2483,215.59233,M+H
NPA000571,Gentamicin B,483.2661,209.06825,M+H
NPA000572,Dihydrotrichotetronine,499.2327,218.11235,M+H
NPA000573,Phaeosphaerin C,549.1755,240.10931,M+H
NPA000574,Benanomicin B,827.2506,270.7234,M+H
NPA000575,(-)-Ternatin,738.5124,266.24902,M+H
NPA000576,Ganoderic acid η,533.3109,214.89589,M+H
NPA000577,Xylariolide D,183.1016,147.05217,M+H
NPA000578,Cabanillasin,512.4256,214.93375,M+H
NPA000579,Monascusazaphilone C,417.1908,213.84166,M+H
NPA000580,Shengjimycin E,927.5788,310.58102,M+H
NPA000581,Brevicompanine E,424.2595,210.99353,M+H
NPA000582,Trans-6-hydroxymethyl-3-methyl-7-oxo-undecan-4-olide,257.1748,170.2492,M+H
NPA000583,Dendryphiellin E1,369.2424,197.03691,M+H
NPA000584,Xentrivalpeptide O,846.476,296.99734,M+H
NPA000585,Actinoramide B,661.3556,250.56673,M+H
NPA000586,Thailandamide lactone,714.4001,275.3427,M+H
NPA000587,Pestalotiopin C,561.3422,239.74844,M+H
NPA000588,"(3S),(6R)-6-hydroxylasiodiplodin",309.1697,172.44106,M+H
NPA000589,Stagonolide D,199.0965,148.99762,M+H
NPA000590,Circumdatin L,308.103,173.28499,M+H
NPA000591,Cladionol A,877.5519,294.064,M+H
NPA000592,Eulatachromene,191.1067,145.4911,M+H
NPA000593,"[D-Asp3,(Z)-Dhb7]Microcystin-LR",995.5561,300.821,M+H
NPA000594,Papupyrrolal,260.1281,163.15196,M+H
NPA000595,Cordyanhydride A,391.1388,188.75009,M+H
NPA000596,Vinylamycin,494.3225,225.07253,M+H
NPA000597,19-s-methylgeldanamycin,607.2684,255.2221,M+H
NPA000598,Pyranonigrin S,208.0605,146.28671,M+H
NPA000599,Malfilamentoside B,500.1915,210.60867,M+H
NPA000600,Fischambiguine A,387.2431,197.68929,M+H
NPA000602,4-methyl-24-methylene-5α-cholest-8(9)-en-12β-acetoxy-3β-ol-29-oic acid,515.3731,220.10846,M+H
NPA000603,Yokonolide A,886.5887,286.6987,M+H
NPA000604,"(+)-(10E,15R)-12-hydroxy-10,11-dehydrocurvularin",307.1176,165.61221,M+H
NPA000605,Dihydropyrenophorin,353.1595,190.69936,M+H
NPA000606,Guineamide E,742.4386,269.7872,M+H
NPA000607,Marinisporolide A,691.4416,261.10507,M+H
NPA000608,Marinopyrone C,253.1435,164.71712,M+H
NPA000609,Not named,386.1387,197.18582,M+H
NPA000610,Nigrosphaerin A,465.1028,207.89815,M+H
NPA000611,Melithiazol C,423.1043,195.84097,M+H
NPA000612,Metatacarboline G,495.2238,211.21739,M+H
NPA000613,13-hydroxy-marasm-7(8)-en-5-methoxy γ-acetal,249.1849,165.4825,M+H
NPA000614,Marinacarboline D,397.1659,191.31453,M+H
NPA000615,Polytolypin,519.3317,210.70598,M+H
NPA000616,Gageomacrolactin 2,579.3164,239.4861,M+H
NPA000617,Biverlactone C,337.201,192.3043,M+H
NPA000618,Pochonin G,365.0787,181.7723,M+H
NPA000619,8-n-Pentanoylneosolaniol,467.2276,218.01183,M+H
NPA000620,Auriculamide,342.1467,182.33163,M+H
NPA000621,Isosativenediol,237.1849,160.94878,M+H
NPA000622,Deschloro 12-epi-fischerindole W nitrile,301.1699,173.37128,M+H
NPA000623,Drechslerine C,225.1849,160.36162,M+H
NPA000624,Bromodiiodomethane,346.7424,134.63223,M+H
NPA000625,Monapinone A,419.2065,200.4539,M+H
NPA000626,"6-Methoxy-8<2'-methoxy-4'(3''-methyl-2''-butenyl)phenoxy>2,2-dimethylchromene",381.2061,199.25652,M+H
NPA000627,Bacitracin B3,1408.7406,369.18533,M+H
NPA000628,Lucidumol A,473.3626,224.0634,M+H
NPA000629,Lasiojasmonate A,337.201,187.3862,M+H
NPA000630,Elevafuranone,367.3207,198.2376,M+H
NPA000631,2-Phenylethyl acetate,165.091,132.95213,M+H
NPA000632,Medelamine A,214.2529,158.54814,M+H
NPA000633,Heptemerone E,347.1853,181.27898,M+H
NPA000634,Nostocyclopeptide A3,805.4243,279.23715,M+H
NPA000635,Paromomycin,616.3036,227.48582,M+H
NPA000636,1-(2-hydroxy-6-methoxy-phenyl)-butan-1-one,195.1016,143.81091,M+H
NPA000637,"(3S,4R)-3,4,5-trihydroxy-1-tetralone",195.0652,147.15929,M+H
NPA000638,N'-Methylniphimycin,1156.7466,342.6846,M+H
NPA000639,Phellinone,249.1485,159.97057,M+H
NPA000640,Arecoic acid E,283.154,162.05486,M+H
NPA000641,Enniatin J2,626.4011,242.94664,M+H
NPA000642,Isocryptoporic acid I,413.217,189.32477,M+H
NPA000643,Mycoleptodiscin A,352.2271,199.0006,M+H
NPA000644,Engyodontiumone A,331.0813,189.6528,M+H
NPA000645,Alternarosin A,493.1098,205.6743,M+H
NPA000646,Variotin,292.1907,180.68584,M+H
NPA000647,Alpha-ergocryptinine,576.3181,241.0817,M+H
NPA000648,Oscillaginin A,615.3155,246.89949,M+H
NPA000649,Diatretol,307.1653,178.62936,M+H
NPA000650,Marinactinone A,253.1798,165.51451,M+H
NPA000651,Flamvelutpenoid B,249.1485,165.62587,M+H
NPA000652,Dihydrophomopsolide A,297.1333,166.74379,M+H
NPA000653,Not named,321.1697,176.18352,M+H
NPA000654,2'-hydroxyzaeralanol,339.1802,175.51587,M+H
NPA000655,[Val7]lichenysin G15,1021.6908,328.28656,M+H
NPA000656,Traversiadiene,273.2577,177.00085,M+H
NPA000657,Lansai D,271.1441,169.92757,M+H
NPA000658,"Methy 2-(2,6-dihydroxy-4-methylbenzoyl)-3-hydroxy-5-methoxybenzoate",333.0969,175.3813,M+H
NPA000659,Aflaquinolone E,286.1074,164.18924,M+H
NPA000660,7-hydroxydehydroaustin,515.1912,209.90218,M+H
NPA000661,Ammosamide A,308.0368,171.46037,M+H
NPA000663,Oxirapentyn D,353.1595,190.16035,M+H
NPA000664,7-Hydroxy-1(3H)-isobenzofuranone,151.039,131.27148,M+H
NPA000665,Dothideoisoflavanone,289.0707,167.04552,M+H
NPA000666,Wortmannilactone I1,441.2636,217.85637,M+H
NPA000667,Aspernigerin,433.2598,204.14188,M+H
NPA000668,Heliconol C,333.1908,171.66356,M+H
NPA000669,Chaetomugilin B,465.1675,209.88048,M+H
NPA000670,Erinacerin I,350.1598,184.28111,M+H
NPA000671,L-691936,1047.5973,313.9376,M+H
NPA000672,Fumonisin FP1,801.4136,264.1555,M+H
NPA000673,Beta-Elemene,205.1951,156.27068,M+H
NPA000674,7-hydroxyergosterol,413.3414,211.6426,M+H
NPA000675,Sequoiamonascin B,419.2065,213.19801,M+H
NPA000676,Pyrenochaetic acid F,295.1176,166.93831,M+H
NPA000677,Deoxynyboqionone,285.087,166.41887,M+H
NPA000678,"6,8-dihydroxy-1-methylisochroman-3-one",195.0652,144.20331,M+H
NPA000679,"1-(1,3-Dihydro-4-hydroxy-1-isobenzofuran",225.1122,149.98723,M+H
NPA000680,Cyclo-(L-Ala-L-Tyr),235.1077,155.71774,M+H
NPA000681,Pentalenolactone P,277.1071,166.13582,M+H
NPA000682,Stemphone B,547.2902,230.95038,M+H
NPA000683,Brasilamide D,336.1806,178.76668,M+H
NPA000684,Not named,1431.8769,388.27457,M+H
NPA000685,Thelephantin B,545.1806,228.86629,M+H
NPA000686,Oscillarin,617.3446,261.68155,M+H
NPA000687,5-Chloroemodin,305.0212,165.83006,M+H
NPA000688,Virescenoside U,479.264,209.28584,M+H
NPA000689,Koranimine,804.5018,281.8346,M+H
NPA000690,1-hydroxy-5-methoxy-3-hydroxyethyl-6-methoxycarbonylxanthone,345.0969,181.79396,M+H
NPA000691,Micropeptin D,1056.5289,326.7309,M+H
NPA000692,Phaeochromycin E,247.0965,156.39644,M+H
NPA000693,Cytosporone M,325.1646,177.21,M+H
NPA000694,Halolitoralin B,439.3279,215.19331,M+H
NPA000695,Tenacibactin C,503.3076,220.17809,M+H
NPA000696,"4-chloro-7,4'-dihydroxy-5,2'-dimethoxy-2-methylformate-6'-methybenzophone",369.0736,182.25,M+H
NPA000697,Pestalol C,321.2061,184.05284,M+H
NPA000698,Betulinan A,321.1122,181.6186,M+H
NPA000699,Xinshengin,407.1337,193.14326,M+H
NPA000700,Paecilomycine B,283.154,165.43217,M+H
NPA000701,IB-00208,659.2123,250.78975,M+H
NPA000702,5-Bromoochrephilone,461.0958,199.78696,M+H
NPA000703,Abyssomicin I,349.1646,181.96307,M+H
NPA000704,Sporidesmolide V,667.4641,258.07907,M+H
NPA000705,Geopyxin B,333.2061,178.79333,M+H
NPA000706,Rhodopeptin C1,482.3701,226.57909,M+H
NPA000707,Alcalinaphenol B,219.0419,137.44566,M+H
NPA000708,(2'S)-2-(propan-2'-ol)-5-hydroxy-benzopyran-4-one,221.0809,148.59001,M+H
NPA000709,Chondrosterin A,233.1536,162.10152,M+H
NPA000710,Laccarin A,280.1656,163.20023,M+H
NPA000711,Roseoferin G,1177.8534,377.18484,M+H
NPA000712,Cycloaspeptide F,804.3815,271.3039,M+H
NPA000713,"CJ-13,568",312.1958,173.13892,M+H
NPA000714,Terreic acid,155.0339,139.82628,M+H
NPA000715,Stoloniferone N,447.3469,207.15015,M+H
NPA000716,Hongoquercin B,431.2428,201.20534,M+H
NPA000717,Roseobacticide E,301.0352,162.9799,M+H
NPA000718,Salternamide B,404.2432,201.51709,M+H
NPA000719,Not named,310.0753,166.70644,M+H
NPA000720,Brevione G,437.2323,210.0238,M+H
NPA000721,Emycine F,311.1278,186.8618,M+H
NPA000722,PM060054,415.2843,213.7475,M+H
NPA000723,Angucyclinone C,339.1227,176.69106,M+H
NPA000724,Chaiyaphumine A,721.3344,259.3224,M+H
NPA000725,"(+)-23-oxo-3,4-seco-lanosta-4(28),7(8),9(11),24(31)-tetraene-3,26-dicarboxylic acid",497.3262,230.87723,M+H
NPA000726,Streptophenazine B,425.2071,216.5142,M+H
NPA000727,Cladospolide A,229.1435,158.18495,M+H
NPA000728,Cyclo(Pro-Phe-Pro-Phe),489.2497,227.28387,M+H
NPA000729,Fellutanine D,541.281,217.80087,M+H
NPA000730,Lydiamycin B,680.3614,248.85182,M+H
NPA000731,JBIR-07,242.1751,162.0581,M+H
NPA000732,Leptosin K2,817.1094,256.8364,M+H
NPA000733,Streptomyceamide C,311.1238,176.47337,M+H
NPA000734,Dichotocejpin C,263.1027,156.82982,M+H
NPA000735,14'-hydroxymytoxin B,545.2381,231.27272,M+H
NPA000736,3β-acetoxy-15α-hydroxy-22(29)-hopene,485.3989,213.05399,M+H
NPA000737,Duocarmycin C2,544.1481,228.11487,M+H
NPA000738,Penicisochroman K,195.0652,147.75471,M+H
NPA000739,Malyngolide,271.2268,174.21483,M+H
NPA000740,Phomazine A,355.1111,186.23663,M+H
NPA000741,Marilactone,155.0703,135.40877,M+H
NPA000742,"3,8-dihydroxy-4-(4-hydroxyphenyl)-6-methylcoumarin",285.0758,168.68019,M+H
NPA000743,Violaceoid E,255.1591,166.66151,M+H
NPA000744,Marianin B,303.1955,176.1064,M+H
NPA000745,2'-hydroxy-3'-methoxygenistein,317.0656,174.99837,M+H
NPA000746,Neuroprotectin B,1358.1076,350.1645,M+H
NPA000747,Paecilodepsipeptide B,760.3552,262.24673,M+H
NPA000748,Ripostatin A,495.2741,222.92207,M+H
NPA000749,Rs-DPLA,1499.9031,383.31955,M+H
NPA000750,Isocomplestatin,1326.1178,345.8589,M+H
NPA000751,"3,5-dichloro-2'-O-methylnorstenosporic acid",485.1129,210.77739,M+H
NPA000752,Ruthmycin,387.1439,190.76363,M+H
NPA000753,Tianchimycin B,509.3109,223.97722,M+H
NPA000754,Talopeptin,544.2055,220.7481,M+H
NPA000755,Cladosin G,283.1653,173.35808,M+H
NPA000756,(-)-(3S)-3-hydroxy-3-methyloxindole,164.0706,133.33821,M+H
NPA000757,Fumiquinazoline L,474.1772,205.33714,M+H
NPA000758,Emestrin,599.0789,223.80893,M+H
NPA000759,"(6R,16S,18R,21R)-18,21-Dihydroxy-16,18-D",466.2588,213.19926,M+H
NPA000760,Palmarumycin C4,381.0161,184.57973,M+H
NPA000761,WS-9761-A,285.1122,172.40308,M+H
NPA000762,Diglycosyi phenol phthiocerol dimycocerosate,1864.6733,485.72687,M+H
NPA000763,Microsphaerophthalide C,267.0863,158.59154,M+H
NPA000764,Vasinfectin B,345.2061,195.38562,M+H
NPA000765,Chaetoglobosin T,499.2955,227.30383,M+H
NPA000766,(+)-applanatumol N,323.1126,166.4573,M+H
NPA000767,Coniferyl aldehyde,179.0703,139.76198,M+H
NPA000768,Tenuecyclamide B,461.106,196.84984,M+H
NPA000769,PL1B,258.0737,146.90253,M+H
NPA000770,Hygrophorone C12,311.2217,182.38405,M+H
NPA000771,Hesseltin G,399.253,201.41972,M+H
NPA000772,Naphthomycinol,688.348,266.04507,M+H
NPA000773,Trp-C16,443.3268,213.17526,M+H
NPA000774,"(6Z,9S)-3,4-trans-9-hydroxy-3-methyldodec-6-en-4-olide",227.1642,160.44301,M+H
NPA000775,Not named,619.4164,236.69539,M+H
NPA000776,Cercosporene F,661.3735,244.49681,M+H
NPA000777,VM44867,601.3735,253.26396,M+H
NPA000778,Zaragozic acid F-10863A,767.3274,256.5923,M+H
NPA000779,Eutypine,187.0754,134.51244,M+H
NPA000780,Rumbrin,358.1205,185.04634,M+H
NPA000781,Calothrixin A,315.0764,167.49973,M+H
NPA000782,Photinide A,305.102,172.55606,M+H
NPA000783,Microsphaeropsisin A,277.1435,167.64381,M+H
NPA000784,Peniginseng B,226.071,150.79698,M+H
NPA000785,"(17β,20R,22E,24R)-1-methyl-19-norergosta-1,3,5,7,9,14,22-heptaene",373.289,199.99812,M+H
NPA000786,"(7S,11S,12S,14R)-1',4'-dimethoxyamentol",471.3105,216.9645,M+H
NPA000787,Guignardone B,309.1697,183.65648,M+H
NPA000788,Vicibactin,775.372,260.60083,M+H
NPA000789,8-epi-Malyngamide C,456.2512,212.28899,M+H
NPA000790,5aTHQ-10n,274.2529,172.81242,M+H
NPA000791,Not named,383.2428,198.06818,M+H
NPA000792,7-desmethyldeoxyneofusapyrone,577.3735,238.51018,M+H
NPA000793,3-hydroxy-2-(hydroxymethyl)-4-(13-methyltetradecanoyl)-2H-furan-5-one,355.2479,192.69624,M+H
NPA000794,Brevione J,441.2636,213.61714,M+H
NPA000795,3-hydroxy-N-methylwelwitindolinone C isonitrile,397.1314,196.162,M+H
NPA000796,Not named,270.1256,163.4955,M+H
NPA000797,Micropeptin T2,1016.5452,312.9194,M+H
NPA000798,Tetromycin 4,875.4213,287.78082,M+H
NPA000799,(-)-Dihydropertusaric acid,355.2479,186.18315,M+H
NPA000800,Halymecin G,781.458,276.65775,M+H
NPA000801,Peptide P1,437.1701,208.75093,M+H
NPA000802,Phomopsilactone,249.0758,157.33461,M+H
NPA000803,Emericolin D,369.2788,194.38014,M+H
NPA000804,Orotidine,289.0667,162.9821,M+H
NPA000805,Fomlactone A,527.3731,228.01526,M+H
NPA000806,Longirostrerone D,535.2691,228.615,M+H
NPA000807,Palmarumycin P4,337.1071,189.04663,M+H
NPA000808,Stearyl-glutinopallal,559.3993,244.2725,M+H
NPA000809,Antrodin A,251.1642,168.63539,M+H
NPA000810,(+)-discoipyrrole A,442.1649,208.27681,M+H
NPA000811,IC101,855.4822,278.3455,M+H
NPA000812,Virgatolide C,365.1595,192.73473,M+H
NPA000813,Coumabiocin E,629.2341,243.54893,M+H
NPA000814,BZR-cotoxin I,968.6278,305.579,M+H
NPA000815,Tumonoic acid H,484.3269,224.4554,M+H
NPA000816,Arylomycin B7,912.4713,304.70786,M+H
NPA000817,Galvaquinone C,355.1176,187.97223,M+H
NPA000818,Anthcolorin E,524.3735,231.70876,M+H
NPA000819,Dictyopanine B,429.2272,200.14633,M+H
NPA000820,TMC-135A,720.3313,269.7487,M+H
NPA000821,"Lanosta-8-en-7,11-dioxo-3β-acetyloxy-24,25,26-trihydroxy",547.363,228.23985,M+H
NPA000822,"Bis(dethio)-10a-methylthio-3a-deoxy-3,3a-didehydrogliotoxin",293.0955,168.31352,M+H
NPA000823,8-acetoxy T-2 tetraol,341.1595,178.70268,M+H
NPA000824,Sch49210,369.0969,191.07457,M+H
NPA000825,DPG,1297.9169,382.10825,M+H
NPA000826,Frustulosin,203.0703,137.21826,M+H
NPA000827,Nodulisporiviridin B,327.1227,175.96858,M+H
NPA000828,Protubonine B,400.1867,192.865,M+H
NPA000829,Inonotin C,253.1798,167.29695,M+H
NPA000830,Oxyjavanicin,307.0813,163.4528,M+H
NPA000831,Narasin,765.5148,276.08887,M+H
NPA000832,Cordyol E,245.1172,165.52675,M+H
NPA000833,Cyclopiamide B,353.1496,184.05971,M+H
NPA000834,Scabronine G,331.1904,180.50426,M+H
NPA000835,9α-hydroxydihydrodesoxybostrycin,325.1282,179.01328,M+H
NPA000836,N-demethylstreptomycin,568.2573,215.4715,M+H
NPA000837,Penostatin J,343.2268,198.86053,M+H
NPA000838,2-bromorugulovasine A,347.039,173.07472,M+H
NPA000839,"Aromadendrane-4α, 8α, 10α-triol",297.2061,175.0425,M+H
NPA000840,gamma-ergokryptinine,576.3181,237.94328,M+H
NPA000841,"5α-hydroxy-3,4-seco-lanosta-4(28),8,24-triene-3,21-dioic acid 3-methyl ester",501.3575,215.85156,M+H
NPA000842,Halstoctacosanolide C,815.5668,277.62897,M+H
NPA000843,Haemoventosin,305.0656,171.74962,M+H
NPA000844,6-epi-Albrassitriol,255.1955,161.81624,M+H
NPA000845,Serratamic acid,276.1806,170.234,M+H
NPA000846,Paecilodepsipeptide A,742.3447,262.2067,M+H
NPA000847,Dermochrysone 8-O-beta-D-gentiobioside,655.2233,239.18538,M+H
NPA000848,"2S-hydroxy-3-oxo-carophyllan-[5,8]-6,7-olide",267.1591,174.45554,M+H
NPA000849,Radinaphthalenone,207.0652,142.48747,M+H
NPA000850,2-trans-allyl-3-chloro-l-hydroxy-4-oxo methyl ester,231.0419,152.54063,M+H
NPA000851,2-hydroxyphenazine-1-carboxylic acid,241.0608,156.82411,M+H
NPA000852,Microginin 91-A,575.357,242.70454,M+H
NPA000853,Hypsiziprenol-AA14,1186.0054,349.4257,M+H
NPA000854,methyl methylthiomethyl disulfide,140.9861,131.0363,M+H
NPA000855,Thiazomycin,1435.273,342.73206,M+H
NPA000856,Strevertene B,595.3477,237.32306,M+H
NPA000857,Hawaiinolide G,349.201,183.73393,M+H
NPA000858,Amidepsine C,582.197,231.20479,M+H
NPA000859,Aurovertin B,461.217,215.01399,M+H
NPA000860,(-)-discoipyrrole A,442.1649,208.5349,M+H
NPA000861,Oreganic acid,495.2259,224.11412,M+H
NPA000862,Mitissimol C,251.1642,175.33623,M+H
NPA000863,Erabulenol A,357.1333,197.40297,M+H
NPA000864,JBIR-95,862.3652,276.731,M+H
NPA000866,Neoansamycin A,524.2643,229.25786,M+H
NPA000867,Ganbajunin D,565.1857,226.84052,M+H
NPA000868,Grassystatin B,1188.7126,356.39865,M+H
NPA000869,Petromurin B,497.2435,223.26888,M+H
NPA000871,Balticol C,255.0863,156.87474,M+H
NPA000872,Dihydroaltersolanol B,307.1176,171.74326,M+H
